HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"76 Nguyen Chi Thanh,  670000 Vietnam",17,91,27,"English, Vietnamese",Hotel Chau Au Europa,$30 ,$17 ,"$17, - ,$30","Which popular attractions are close to Hotel Chau Au Europa?, ,What are some of the property amenities at Hotel Chau Au Europa?, ,What are some restaurants close to Hotel Chau Au Europa?, ,Does Hotel Chau Au Europa have an airport shuttle?, ,Does Hotel Chau Au Europa have airport transportation?, ,Is Hotel Chau Au Europa located near the city center?, ,Which languages are spoken by the staff at Hotel Chau Au Europa?, ,Are there any historical sites close to Hotel Chau Au Europa?, ",27,76 reviews,#34 of 819 hotels in ,4,2.0 of 5 bubbles,102,Very good,30,Centrally Located,9,https://www.tripadvisor.com/Hotel_Review-g293922-d510889-Reviews-Hotel_Chau_Au_Europa-Da_Lat_Lam_Dong_Province.html
"10 Ho Xuan Huong,  Vietnam",3,43,,,Sakura Homestay,$64 ,$63 ,"$63, - ,$64","Which popular attractions are close to Sakura Homestay?, ,What are some restaurants close to Sakura Homestay?, ",,,,,,20,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20044794-Reviews-Sakura_Homestay-Da_Lat_Lam_Dong_Province.html
"45 Dang Thai Than,  Vietnam",27,88,,,Queo 1985's House Cafe & Tea,$64 ,$63 ,"$63, - ,$64","Which popular attractions are close to Queo 1985's House Cafe & Tea?, ,What are some restaurants close to Queo 1985's House Cafe & Tea?, ,Is Queo 1985's House Cafe & Tea located near the city center?, ",,,,,,139,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17564097-Reviews-Queo_1985_s_House_Cafe_Tea-Da_Lat_Lam_Dong_Province.html
"22 Bui Thi Xuan St,  Vietnam",6,85,20,"English, Vietnamese",Trung Cang Hotel,$22 ,$21 ,"$21, - ,$22","Which popular attractions are close to Trung Cang Hotel?, ,What are some of the property amenities at Trung Cang Hotel?, ,Which room amenities are available at Trung Cang Hotel?, ,What food & drink options are available at Trung Cang Hotel?, ,Is parking available at Trung Cang Hotel?, ,What are some restaurants close to Trung Cang Hotel?, ,Does Trung Cang Hotel have airport transportation?, ,Is Trung Cang Hotel located near the city center?, ,Are any cleaning services offered at Trung Cang Hotel?, ,Which languages are spoken by the staff at Trung Cang Hotel?, ",2,77 reviews,#55 of 819 hotels in ,3,2.0 of 5 bubbles,72,Average,30,Budget,2,https://www.tripadvisor.com/Hotel_Review-g293922-d451008-Reviews-Trung_Cang_Hotel-Da_Lat_Lam_Dong_Province.html
"No 14/1, Ba Thang Tu Street Ward 3,  670000 Vietnam",1,66,,,Villa  Xua,$81 ,$64 ,"$64, - ,$81","Which popular attractions are close to Villa  Xua?, ,What are some restaurants close to Villa  Xua?, ",,,,,,12,,6,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20587369-Reviews-Villa_Da_Lat_Xua-Da_Lat_Lam_Dong_Province.html
"Slot 53 Khu Quy Hoach Yersin, Ward 9,  Vietnam",10,62,,"English, Vietnamese",Bich Khang Guest House,$74 ,$64 ,"$64, - ,$74","Which popular attractions are close to Bich Khang Guest House?, ,What are some of the property amenities at Bich Khang Guest House?, ,Is parking available at Bich Khang Guest House?, ,What are some restaurants close to Bich Khang Guest House?, ,Which languages are spoken by the staff at Bich Khang Guest House?, ",,,,,,43,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d12446410-Reviews-Bich_Khang_Guest_House-Da_Lat_Lam_Dong_Province.html
"42F Tran Phu, Phuong 4,  Vietnam",3,81,,,Furin Homestay,$86 ,$64 ,"$64, - ,$86","Which popular attractions are close to Furin Homestay?, ,What are some restaurants close to Furin Homestay?, ,Is Furin Homestay located near the city center?, ",,,,,,55,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d16891103-Reviews-Furin_Homestay-Da_Lat_Lam_Dong_Province.html
"10 Phan Boi Chau, Ward 1 Cho Moi , Ward 1,  670000 Vietnam",22,91,25,,Dalat Center Residence,$220 ,$77 ,"$77, - ,$220","Which popular attractions are close to Dalat Center Residence?, ,What are some of the property amenities at Dalat Center Residence?, ,What food & drink options are available at Dalat Center Residence?, ,Is parking available at Dalat Center Residence?, ,What are some restaurants close to Dalat Center Residence?, ,Does Dalat Center Residence have airport transportation?, ,Is Dalat Center Residence located near the city center?, ,Are there any historical sites close to Dalat Center Residence?, ",27,,#335 of 799 B&Bs / Inns in ,,,125,,15,,1,https://www.tripadvisor.com/Hotel_Review-g293922-d14969249-Reviews-Dalat_Center_Residence-Da_Lat_Lam_Dong_Province.html
"Zone 7&8, Tuyen Lam Lake, Ward 3,  670000 Vietnam",0,,82,"English, Vietnamese",Sam Tuyen Lam Resort,$65 ,$41 ,"$41, - ,$65","Which popular attractions are close to Sam Tuyen Lam Resort?, ,What are some of the property amenities at Sam Tuyen Lam Resort?, ,Which room amenities are available at Sam Tuyen Lam Resort?, ,What food & drink options are available at Sam Tuyen Lam Resort?, ,Is parking available at Sam Tuyen Lam Resort?, ,What are some restaurants close to Sam Tuyen Lam Resort?, ,Are there opportunities to exercise at Sam Tuyen Lam Resort?, ,Does Sam Tuyen Lam Resort have an airport shuttle?, ,Does Sam Tuyen Lam Resort have airport transportation?, ,Are any cleaning services offered at Sam Tuyen Lam Resort?, ,Which languages are spoken by the staff at Sam Tuyen Lam Resort?, ",54,80 reviews,#25 of 819 hotels in ,4,3.0 of 5 bubbles,0,Very good,20,"Family,Romantic",38,https://www.tripadvisor.com/Hotel_Review-g293922-d13073438-Reviews-Sam_Tuyen_Lam_Resort-Da_Lat_Lam_Dong_Province.html
"14b Dong Da,  Vietnam",13,90,,,Hai Van Hotel,$71 ,$69 ,"$69, - ,$71","Which popular attractions are close to Hai Van Hotel?, ,What food & drink options are available at Hai Van Hotel?, ,What are some restaurants close to Hai Van Hotel?, ,Is Hai Van Hotel located near the city center?, ",,,,,,91,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17722547-Reviews-Hai_Van_Hotel-Da_Lat_Lam_Dong_Province.html
"5 Nguyen Thai Hoc Street, Ward 1,  Vietnam",10,88,33,"English, Vietnamese",Thanh Thuy Hotel Dalat,$43 ,$36 ,"$36, - ,$43","Which popular attractions are close to Thanh Thuy Hotel Dalat?, ,What are some of the property amenities at Thanh Thuy Hotel Dalat?, ,Which room amenities are available at Thanh Thuy Hotel Dalat?, ,What food & drink options are available at Thanh Thuy Hotel Dalat?, ,Is parking available at Thanh Thuy Hotel Dalat?, ,What are some restaurants close to Thanh Thuy Hotel Dalat?, ,Is Thanh Thuy Hotel Dalat located near the city center?, ,Are any cleaning services offered at Thanh Thuy Hotel Dalat?, ,Which languages are spoken by the staff at Thanh Thuy Hotel Dalat?, ,Are there any historical sites close to Thanh Thuy Hotel Dalat?, ",11,80 reviews,#145 of 819 hotels in ,3,2.5 of 5 bubbles,77,Average,19,Lake View,1,https://www.tripadvisor.com/Hotel_Review-g293922-d450938-Reviews-Thanh_Thuy_Hotel_Dalat-Da_Lat_Lam_Dong_Province.html
"3/14 Hai Ba Trung Street, Ward 6,  670000 Vietnam",0,,28,"English, Vietnamese",Pretty Backpackers House,$26 ,$10 ,"$10, - ,$26","Which popular attractions are close to Pretty Backpackers House?, ,What are some of the property amenities at Pretty Backpackers House?, ,What food & drink options are available at Pretty Backpackers House?, ,Is parking available at Pretty Backpackers House?, ,What are some restaurants close to Pretty Backpackers House?, ,Are there opportunities to exercise at Pretty Backpackers House?, ,Does Pretty Backpackers House have airport transportation?, ,Which languages are spoken by the staff at Pretty Backpackers House?, ",19,81 reviews,"#12 of 1,320 Specialty lodging in ",5,,0,Excellent,4,"Charming,Budget",9,https://www.tripadvisor.com/Hotel_Review-g293922-d12175273-Reviews-Pretty_Backpackers_House-Da_Lat_Lam_Dong_Province.html
"H56 Nguyen Thi Nghia Street, Ward 2,  Vietnam",0,,19,"English, Chinese",Mr Rot Hotel,$20 ,$17 ,"$17, - ,$20","Which popular attractions are close to Mr Rot Hotel?, ,What are some of the property amenities at Mr Rot Hotel?, ,Which room amenities are available at Mr Rot Hotel?, ,What food & drink options are available at Mr Rot Hotel?, ,Is parking available at Mr Rot Hotel?, ,What are some restaurants close to Mr Rot Hotel?, ,Does Mr Rot Hotel have airport transportation?, ,Which languages are spoken by the staff at Mr Rot Hotel?, ,Are there any historical sites close to Mr Rot Hotel?, ",8,81 reviews,#9 of 799 B&Bs / Inns in ,4.5,2.0 of 5 bubbles,0,Excellent,,"Hidden Gem,Family",1,https://www.tripadvisor.com/Hotel_Review-g293922-d12287249-Reviews-Mr_Rot_Hotel-Da_Lat_Lam_Dong_Province.html
"25 Phu Dong Thien Vuong,  66150 Vietnam",10,63,,,Navy Hotel ,$125 ,$115 ,"$115, - ,$125","Which popular attractions are close to Navy Hotel ?, ,What are some restaurants close to Navy Hotel ?, ,Is Navy Hotel  located near the city center?, ",,,,,,108,,55,,,https://www.tripadvisor.com/Hotel_Review-g293922-d20410319-Reviews-Navy_Hotel_Da_Lat-Da_Lat_Lam_Dong_Province.html
"10 Ho Tung Mau Street, Ward 3,  Vietnam",4,72,125,"English, Vietnamese",Ngoc Phat Hotel,$49 ,$29 ,"$29, - ,$49","Which popular attractions are close to Ngoc Phat Hotel?, ,What are some of the property amenities at Ngoc Phat Hotel?, ,Which room amenities are available at Ngoc Phat Hotel?, ,What food & drink options are available at Ngoc Phat Hotel?, ,Is parking available at Ngoc Phat Hotel?, ,What are some restaurants close to Ngoc Phat Hotel?, ,Does Ngoc Phat Hotel have an airport shuttle?, ,Is Ngoc Phat Hotel located near the city center?, ,Which languages are spoken by the staff at Ngoc Phat Hotel?, ,Are there any historical sites close to Ngoc Phat Hotel?, ,Does Ngoc Phat Hotel have any great views?, ",11,81 reviews,#30 of 819 hotels in ,4,3.0 of 5 bubbles,15,Very good,68,"Lake View,Family",7,https://www.tripadvisor.com/Hotel_Review-g293922-d6163684-Reviews-Ngoc_Phat_Hotel-Da_Lat_Lam_Dong_Province.html
"74 Truong Cong Dinh,  Vietnam",25,90,28,"English, Vietnamese",Beepub Hostel,,Vietnam,"Vietnam,,","Which popular attractions are close to Beepub Hostel?, ,What are some of the property amenities at Beepub Hostel?, ,What food & drink options are available at Beepub Hostel?, ,Is parking available at Beepub Hostel?, ,What are some restaurants close to Beepub Hostel?, ,Does Beepub Hostel have airport transportation?, ,Is Beepub Hostel located near the city center?, ,Which languages are spoken by the staff at Beepub Hostel?, ,Are there any historical sites close to Beepub Hostel?, ",2,82 reviews,"#33 of 1,320 Specialty lodging in ",4.5,1.0 of 5 bubbles,137,Excellent,13,Budget,1,https://www.tripadvisor.com/Hotel_Review-g293922-d6366768-Reviews-Beepub_Hostel-Da_Lat_Lam_Dong_Province.html
"207 Mai Anh Dao,  Vietnam",89,43,,,La Mappa,$73 ,$73 ,"$73, - ,$73","Which popular attractions are close to La Mappa?, ,What are some restaurants close to La Mappa?, ",,,,,,515,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d18193737-Reviews-La_Mappa-Da_Lat_Lam_Dong_Province.html
"13/1 Khoi Nghia Bac Son, Phuong 10, Thanh Pho,  Vietnam",14,71,51,"English, Vietnamese",Tigon Dalat Hostel,$10 ,$10 ,"$10, - ,$10","Which popular attractions are close to Tigon Dalat Hostel?, ,What are some of the property amenities at Tigon Dalat Hostel?, ,What food & drink options are available at Tigon Dalat Hostel?, ,What are some restaurants close to Tigon Dalat Hostel?, ,Which languages are spoken by the staff at Tigon Dalat Hostel?, ",4,83 reviews,"#25 of 1,320 Specialty lodging in ",4.5,,66,Excellent,,"Great View,Charming",4,https://www.tripadvisor.com/Hotel_Review-g293922-d12432507-Reviews-Tigon_Dalat_Hostel-Da_Lat_Lam_Dong_Province.html
"51 Thong Thien Hoc,  61000 Vietnam",5,75,34,"English, Vietnamese",Dalat Green Hostel,$18 ,$10 ,"$10, - ,$18","Which popular attractions are close to Dalat Green Hostel?, ,What are some of the property amenities at Dalat Green Hostel?, ,What food & drink options are available at Dalat Green Hostel?, ,Is parking available at Dalat Green Hostel?, ,What are some restaurants close to Dalat Green Hostel?, ,Does Dalat Green Hostel have an airport shuttle?, ,Is Dalat Green Hostel located near the city center?, ,Which languages are spoken by the staff at Dalat Green Hostel?, ,Are there any historical sites close to Dalat Green Hostel?, ",3,84 reviews,"#19 of 1,320 Specialty lodging in ",5,,23,Excellent,18,"Budget,Charming",2,https://www.tripadvisor.com/Hotel_Review-g293922-d6905024-Reviews-Dalat_Green_Hostel-Da_Lat_Lam_Dong_Province.html
"31 Truong Cong Dinh Str, Ward 1,  Vietnam",25,91,74,"English, Norwegian, Vietnamese",Yolo Hostel n Bar,,YOLO Hostel,"YOLO Hostel,Vietnam,","Which popular attractions are close to Yolo Hostel n Bar?, ,What are some of the property amenities at Yolo Hostel n Bar?, ,What food & drink options are available at Yolo Hostel n Bar?, ,Is parking available at Yolo Hostel n Bar?, ,What are some restaurants close to Yolo Hostel n Bar?, ,Is Yolo Hostel n Bar located near the city center?, ,Which languages are spoken by the staff at Yolo Hostel n Bar?, ,Are there any historical sites close to Yolo Hostel n Bar?, ",38,84 reviews,#12 of 799 B&Bs / Inns in ,4.5,2.5 of 5 bubbles,151,Excellent,30,"Trendy,Charming",14,https://www.tripadvisor.com/Hotel_Review-g293922-d3199996-Reviews-Yolo_Hostel_n_Bar-Da_Lat_Lam_Dong_Province.html
"06 Nguyen Thi Minh Khai Street,  Vietnam",25,91,22,"English, Vietnamese",Gold Night Hotel,$62 ,$13 ,"$13, - ,$62","Which popular attractions are close to Gold Night Hotel?, ,What are some of the property amenities at Gold Night Hotel?, ,Is parking available at Gold Night Hotel?, ,What are some restaurants close to Gold Night Hotel?, ,Is Gold Night Hotel located near the city center?, ,Which languages are spoken by the staff at Gold Night Hotel?, ,Are there any historical sites close to Gold Night Hotel?, ",9,85 reviews,#24 of 799 B&Bs / Inns in ,4,2.0 of 5 bubbles,119,Very good,30,"Centrally Located,Budget",1,https://www.tripadvisor.com/Hotel_Review-g293922-d3209245-Reviews-Gold_Night_Hotel-Da_Lat_Lam_Dong_Province.html
"27 Cao Thang Street Loc Nga, Bao Loc 670000 Vietnam",0,,,,Tea Resort,$151 ,$76 ,"$76, - ,$151","Which popular attractions are close to Tea Resort?, ",,,,,,0,,Bao Loc,,,https://www.tripadvisor.com/Hotel_Review-g2062759-d20050745-Reviews-Tea_Resort-Bao_Loc_Lam_Dong_Province.html
"15 Le Hong Phong,  Vietnam",5,74,,,Muoi Loi Homestay,$108 ,$76 ,"$76, - ,$108","Which popular attractions are close to Muoi Loi Homestay?, ,What are some restaurants close to Muoi Loi Homestay?, ",,,,,,30,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d17637592-Reviews-Muoi_Loi_Homestay-Da_Lat_Lam_Dong_Province.html
"28 Thong Thien Hoc,  66106 Vietnam",5,77,,"English, Vietnamese",Doan Vuong Hotel,$86 ,$76 ,"$76, - ,$86","Which popular attractions are close to Doan Vuong Hotel?, ,Which room amenities are available at Doan Vuong Hotel?, ,What are some restaurants close to Doan Vuong Hotel?, ,Is Doan Vuong Hotel located near the city center?, ,Which languages are spoken by the staff at Doan Vuong Hotel?, ",,,,,,27,,,,,https://www.tripadvisor.com/Hotel_Review-g293922-d12521043-Reviews-Doan_Vuong_Hotel-Da_Lat_Lam_Dong_Province.html
"C16 Hoang Van Thu, Ward 4, DaLat city Ward 4,  670000 Vietnam",3,81,27,"English, Chinese, Vietnamese",Ken's House Backpackers - Original,,Vietnam,"Vietnam,,","Which popular attractions are close to Ken's House Backpackers - Original?, ,What are some of the property amenities at Ken's House Backpackers - Original?, ,Which room amenities are available at Ken's House Backpackers - Original?, ,What food & drink options are available at Ken's House Backpackers - Original?, ,Is parking available at Ken's House Backpackers - Original?, ,What are some restaurants close to Ken's House Backpackers - Original?, ,Does Ken's House Backpackers - Original have airport transportation?, ,Is Ken's House Backpackers - Original located near the city center?, ,Are any cleaning services offered at Ken's House Backpackers - Original?, ,Which languages are spoken by the staff at Ken's House Backpackers - Original?, ,Are there any historical sites close to Ken's House Backpackers - Original?, ",4,85 reviews,"#35 of 1,320 Specialty lodging in ",4.5,1.5 of 5 bubbles,37,Excellent,14,Family,4,https://www.tripadvisor.com/Hotel_Review-g293922-d8264627-Reviews-Ken_s_House_Backpackers_Original-Da_Lat_Lam_Dong_Province.html
"11 Luong The Vinh Street Ward 3,  670000 Vietnam",9,67,52,Vietnamese,Redhouse Backpacker Hostel,$19 ,$11 ,"$11, - ,$19","Which popular attractions are close to Redhouse Backpacker Hostel?, ,What are some of the property amenities at Redhouse Backpacker Hostel?, ,What food & drink options are available at Redhouse Backpacker Hostel?, ,What are some restaurants close to Redhouse Backpacker Hostel?, ,Is Redhouse Backpacker Hostel located near the city center?, ,Are there any historical sites close to Redhouse Backpacker Hostel?, ",60,88 reviews,"#37 of 1,320 Specialty lodging in ",4,,107,Very good,22,Budget,50,https://www.tripadvisor.com/Hotel_Review-g293922-d12711705-Reviews-Redhouse_Backpacker_Hostel-Da_Lat_Lam_Dong_Province.html
"No 04, Phan Boi Chau Str.,  670000 Vietnam",0,,50,Vietnamese,Muong Thanh Holiday Dalat Hotel,$69 ,$42 ,"$42, - ,$69","Which popular attractions are close to Muong Thanh Holiday Dalat Hotel?, ,What are some of the property amenities at Muong Thanh Holiday Dalat Hotel?, ,What food & drink options are available at Muong Thanh Holiday Dalat Hotel?, ,Is parking available at Muong Thanh Holiday Dalat Hotel?, ,Are there opportunities to exercise at Muong Thanh Holiday Dalat Hotel?, ,Does Muong Thanh Holiday Dalat Hotel have airport transportation?, ,Are any cleaning services offered at Muong Thanh Holiday Dalat Hotel?, ,Does Muong Thanh Holiday Dalat Hotel offer any business services?, ,Are there any historical sites close to Muong Thanh Holiday Dalat Hotel?, ,Does Muong Thanh Holiday Dalat Hotel have any great views?, ,Is Muong Thanh Holiday Dalat Hotel accessible?, ",3,88 reviews,#32 of 819 hotels in ,3.5,4.0 of 5 bubbles,0,Very good,80,"Centrally Located,Family",2,https://www.tripadvisor.com/Hotel_Review-g293922-d1220761-Reviews-Muong_Thanh_Holiday_Dalat_Hotel-Da_Lat_Lam_Dong_Province.html
